#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
MBL8558737.1_lasso_peptide_biosynthesis_B2_protein_[Hyphomonadaceae_bacterium]                             -            210 Lasso_Fused_RRE      RREFam003     72   1.7e-08   31.0   2.2   1   1   8.1e-09   3.4e-08   30.1   1.0     4    67     6    62     4    64 0.82 -
WP_426020339.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Brevundimonas]             -            212 Lasso_Fused_RRE      RREFam003     72   1.8e-08   31.0   0.0   1   1   1.1e-08   4.8e-08   29.6   0.0     7    71     8    71     3    72 0.87 -
WP_304275885.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_segnis]                                  -            210 Lasso_Fused_RRE      RREFam003     72   1.8e-08   31.0   0.2   1   1   4.2e-09   1.8e-08   31.0   0.2     2    42     1    41     1    61 0.84 -
WP_207931454.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_goettingensis]                         -            210 Lasso_Fused_RRE      RREFam003     72   1.8e-08   31.0   0.1   1   1   9.9e-09   4.2e-08   29.8   0.1     5    62     6    64     5    70 0.83 -
WP_295708764.1_lasso_peptide_biosynthesis_B2_protein_[uncultured_Brevundimonas_sp.]                        -            211 Lasso_Fused_RRE      RREFam003     72   1.9e-08   30.9   0.1   1   1     3e-08   1.3e-07   28.2   0.0     4    66     5    66     3    72 0.72 -
WP_409632138.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                -            215 Lasso_Fused_RRE      RREFam003     72     2e-08   30.8   1.5   1   2     3e-08   1.3e-07   28.2   0.3     2    38     1    37     1    63 0.92 -
WP_409632138.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                -            215 Lasso_Fused_RRE      RREFam003     72     2e-08   30.8   1.5   2   2       9.7        40    1.0   0.0    34    67   138   170   134   173 0.83 -
WP_295237134.1_lasso_peptide_biosynthesis_B2_protein_[uncultured_Brevundimonas_sp.]                        -            210 Lasso_Fused_RRE      RREFam003     72   2.1e-08   30.7   0.5   1   1   2.8e-08   1.2e-07   28.4   0.2     4    67     3    63     1    67 0.83 -
WP_156378490.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Phenylobacterium]          -            208 Lasso_Fused_RRE      RREFam003     72   2.1e-08   30.7   0.7   1   1   1.1e-08   4.7e-08   29.6   0.0     2    34     1    33     1    37 0.92 -
MEQ1818924.1_lasso_peptide_biosynthesis_B2_protein_[Terricaulis_sp.]                                       -            214 Lasso_Fused_RRE      RREFam003     72   2.2e-08   30.7   0.4   1   1   9.2e-09   3.9e-08   29.9   0.4     5    65     7    66     5    73 0.79 -
WP_188643270.1_lasso_peptide_biosynthesis_B2_protein_[Tsuneonella_deserti]                                 -            204 Lasso_Fused_RRE      RREFam003     72   2.2e-08   30.6   0.3   1   1   2.2e-08   9.2e-08   28.7   0.0    16    44     2    30     1    48 0.88 -
WP_082657704.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Sphingopyxis]              -            213 Lasso_Fused_RRE      RREFam003     72   2.2e-08   30.6   0.5   1   1   1.2e-08     5e-08   29.5   0.5     6    66     5    62     1    68 0.73 -
WP_063510607.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[Erythrobacteraceae]                     -            201 Lasso_Fused_RRE      RREFam003     72   2.3e-08   30.6   0.0   1   1   2.2e-08   9.1e-08   28.7   0.0    10    42     9    41     3    56 0.84 -
WP_100868092.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_kunmingense]                         -            205 Lasso_Fused_RRE      RREFam003     72   2.3e-08   30.6   0.2   1   1   1.5e-08   6.4e-08   29.2   0.2     2    42     1    41     1    50 0.91 -
WP_317225060.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_agrestis]                               -            213 Lasso_Fused_RRE      RREFam003     72   2.5e-08   30.5   0.1   1   1   1.5e-08   6.3e-08   29.2   0.1    12    65     3    57     1    64 0.83 -
WP_354040064.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas]                          -            214 Lasso_Fused_RRE      RREFam003     72   2.6e-08   30.4   0.4   1   1   1.3e-08   5.2e-08   29.5   0.4     4    44     5    43     3    68 0.78 -
WP_317154179.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_indica]                                 -            213 Lasso_Fused_RRE      RREFam003     72   2.8e-08   30.3   0.7   1   1   1.2e-08   5.2e-08   29.5   0.1     8    53     7    52     3    64 0.77 -
WP_167922195.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_italica]                                -            215 Lasso_Fused_RRE      RREFam003     72   2.9e-08   30.3   0.1   1   1   1.8e-08   7.5e-08   29.0   0.1    16    65     7    55     2    61 0.85 -
WP_202988441.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_terrae]                                 -            213 Lasso_Fused_RRE      RREFam003     72   3.2e-08   30.1   0.0   1   1   1.6e-08   6.5e-08   29.1   0.0    11    47    10    46     2    63 0.77 -
MEZ5182421.1_hypothetical_protein_[Acidimicrobiales_bacterium]                                             -            194 Lasso_Fused_RRE      RREFam003     72   3.3e-08   30.1   1.1   1   1   1.1e-08   4.8e-08   29.6   0.1     4    65     8    72     6    77 0.94 -
WP_286711638.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Sphingomonas]              -            211 Lasso_Fused_RRE      RREFam003     72   3.6e-08   30.0   0.0   1   1   1.7e-08     7e-08   29.0   0.0     8    45     2    39     1    67 0.79 -
MBI3438405.1_lasso_peptide_biosynthesis_B2_protein_[Pseudomonadota_bacterium]                              -            209 Lasso_Fused_RRE      RREFam003     72   3.7e-08   29.9   0.4   1   1   2.7e-08   1.1e-07   28.4   0.4    14    68     3    57     1    60 0.84 -
MFZ2028852.1_lasso_peptide_biosynthesis_B2_protein_[Vitreimonas_sp.]                                       -            213 Lasso_Fused_RRE      RREFam003     72     4e-08   29.8   0.1   1   1   3.7e-08   1.6e-07   27.9   0.0     4    33     1    30     1    70 0.91 -
WP_160734391.1_lasso_peptide_biosynthesis_B2_protein_[Pelagerythrobacter_marinus]                          -            206 Lasso_Fused_RRE      RREFam003     72   4.1e-08   29.8   0.3   1   1   3.1e-08   1.3e-07   28.2   0.3    14    43    15    44     8    50 0.90 -
WP_183618935.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_fluoreni]                            -            210 Lasso_Fused_RRE      RREFam003     72   4.2e-08   29.8   0.0   1   1   2.8e-08   1.2e-07   28.3   0.0    11    44     2    35     1    49 0.84 -
WP_297559469.1_lasso_peptide_biosynthesis_B2_protein_[Nitratireductor_sp.]                                 -            194 Lasso_Fused_RRE      RREFam003     72   4.3e-08   29.7   0.1   1   1   1.6e-08   6.9e-08   29.1   0.1     2    70     1    65     1    67 0.89 -
WP_341018738.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_diminuta]                              -            212 Lasso_Fused_RRE      RREFam003     72   4.4e-08   29.7   0.0   1   1   2.5e-08   1.1e-07   28.5   0.0     3    67     3    67     1    72 0.84 -
WP_191558269.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_aurantiaca]                            -            202 Lasso_Fused_RRE      RREFam003     72   4.5e-08   29.6   0.1   1   1   3.8e-08   1.6e-07   27.9   0.0    11    38     2    29     1    60 0.73 -
WP_249751019.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_albigilva]                             -            213 Lasso_Fused_RRE      RREFam003     72   4.6e-08   29.6   0.1   1   1     3e-08   1.2e-07   28.3   0.0     4    69     1    64     1    67 0.85 -
WP_309996646.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_segnis]                                  -            214 Lasso_Fused_RRE      RREFam003     72   4.6e-08   29.6   0.1   1   1     3e-08   1.3e-07   28.2   0.1     2    70     1    67     1    69 0.79 -
WP_219354442.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_nasdae]                                -            210 Lasso_Fused_RRE      RREFam003     72   4.7e-08   29.6   0.2   1   1   2.9e-08   1.2e-07   28.3   0.2     5    53     4    49     1    68 0.79 -
WP_278983854.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_yanoikuyae]                              -            213 Lasso_Fused_RRE      RREFam003     72     5e-08   29.5   0.2   1   1   7.3e-08   3.1e-07   27.0   0.0     2    49     1    48     1    65 0.90 -
WP_293388496.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp._RIFCSPHIGHO2_01_FULL_69_31]     -            215 Lasso_Fused_RRE      RREFam003     72   5.2e-08   29.5   0.7   1   1   2.5e-07     1e-06   25.3   0.0     8    67     8    66     4    70 0.91 -
WP_068875545.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp._CCH9-H3]                        -            215 Lasso_Fused_RRE      RREFam003     72   5.4e-08   29.4   0.8   1   1   1.2e-07   4.9e-07   26.3   0.3     2    36     1    35     1    42 0.91 -
WP_039290033.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_malaysiense]                         -            199 Lasso_Fused_RRE      RREFam003     72   5.8e-08   29.3   2.2   1   1   3.2e-08   1.3e-07   28.2   0.6    23    67     2    45     1    49 0.89 -
WP_331012818.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp.]                                    -            212 Lasso_Fused_RRE      RREFam003     72   6.8e-08   29.1   0.0   1   1   3.7e-08   1.5e-07   27.9   0.0     3    36     1    34     1    61 0.84 -
HEX5265107.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                  -            212 Lasso_Fused_RRE      RREFam003     72   7.3e-08   29.0   0.1   1   1     4e-08   1.7e-07   27.8   0.1     8    69     3    63     1    66 0.79 -
WP_258890873.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp._SUN019]                             -            210 Lasso_Fused_RRE      RREFam003     72   7.7e-08   28.9   1.0   1   1   5.5e-08   2.3e-07   27.4   0.3    11    45     2    36     1    62 0.86 -
WP_269298642.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_diminuta]                              -            213 Lasso_Fused_RRE      RREFam003     72   7.8e-08   28.9   0.0   1   1   3.3e-08   1.4e-07   28.1   0.0     4    39     4    37     1    67 0.84 -
HEY7810901.1_lasso_peptide_biosynthesis_B2_protein_[Allosphingosinicella_sp.]                              -            202 Lasso_Fused_RRE      RREFam003     72   8.1e-08   28.8   0.6   1   1   6.2e-08   2.6e-07   27.2   0.2    21    67     2    49     1    53 0.85 -
WP_158511856.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp._PP1Y]                            -            204 Lasso_Fused_RRE      RREFam003     72   8.4e-08   28.8   0.0   1   1   4.7e-08     2e-07   27.6   0.0    22    67     2    48     1    53 0.80 -
WP_058537068.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp._J-6]                                -            213 Lasso_Fused_RRE      RREFam003     72     1e-07   28.5   0.0   1   1   5.8e-08   2.4e-07   27.3   0.0     6    53     5    51     1    69 0.86 -
WP_221555779.1_lasso_peptide_biosynthesis_B2_protein_[Qipengyuania_qiaonensis]                             -            205 Lasso_Fused_RRE      RREFam003     72     1e-07   28.5   0.0   1   1   6.2e-08   2.6e-07   27.2   0.0    11    46    10    45     6    59 0.78 -
MFT3727874.1_lasso_peptide_biosynthesis_B2_protein_[Terricaulis_sp.]                                       -            199 Lasso_Fused_RRE      RREFam003     72   1.1e-07   28.4   0.0   1   1   8.8e-08   3.7e-07   26.7   0.0     5    36     7    38     4    59 0.87 -
WP_325027764.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp.]                                    -            213 Lasso_Fused_RRE      RREFam003     72   1.2e-07   28.3   0.1   1   1     1e-07   4.3e-07   26.5   0.0     2    68     1    64     1    67 0.86 -
WP_348336584.1_lasso_peptide_biosynthesis_B2_protein_[Roseibium_sp.]                                       -            204 Lasso_Fused_RRE      RREFam003     72   1.2e-07   28.3   0.1   1   1     7e-08   2.9e-07   27.1   0.1    14    39    12    37     5    42 0.90 -
WP_193746688.1_lasso_peptide_biosynthesis_B2_protein_[Blastomonas_sp._AAP53]                               -            192 Lasso_Fused_RRE      RREFam003     72   1.3e-07   28.2   0.2   1   1   5.8e-08   2.4e-07   27.3   0.2    25    71     2    48     1    49 0.91 -
WP_244286734.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_radicis]                                 -            202 Lasso_Fused_RRE      RREFam003     72   1.5e-07   28.0   1.2   1   1   1.6e-07   6.6e-07   25.9   0.5    15    69     3    55     2    58 0.83 -
WP_254293817.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_tagetis]                                -            202 Lasso_Fused_RRE      RREFam003     72   1.5e-07   28.0   0.0   1   1   7.8e-08   3.3e-07   26.9   0.0    15    65     2    53     1    58 0.84 -
WP_267432943.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp._GM_Shp_1]                           -            196 Lasso_Fused_RRE      RREFam003     72   1.5e-07   28.0   0.1   1   1   1.3e-07   5.3e-07   26.2   0.0    19    69     1    52     1    55 0.89 -
HEX5262312.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                  -            196 Lasso_Fused_RRE      RREFam003     72   1.6e-07   27.9   0.2   1   1   2.3e-07   9.5e-07   25.4   0.1     5    67     5    67     3    70 0.78 -
MGB5779082.1_lasso_peptide_biosynthesis_B2_protein_[Allopontixanthobacter_sediminis]                       -            204 Lasso_Fused_RRE      RREFam003     72   1.8e-07   27.8   0.1   1   1     1e-07   4.3e-07   26.5   0.1    14    40    12    38     5    46 0.87 -
WP_292151820.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            210 Lasso_Fused_RRE      RREFam003     72   1.8e-07   27.7   0.0   1   1   1.4e-07   5.8e-07   26.1   0.0     2    53     1    49     1    65 0.72 -
WP_217991251.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_spermidinifaciens]                      -            212 Lasso_Fused_RRE      RREFam003     72   1.9e-07   27.7   0.0   1   1   1.1e-07   4.7e-07   26.4   0.0    14    60     5    51     2    62 0.80 -
MCA0368587.1_lasso_peptide_biosynthesis_B2_protein_[Pseudomonadota_bacterium]                              -            198 Lasso_Fused_RRE      RREFam003     72     2e-07   27.6   0.0   1   1   8.9e-08   3.7e-07   26.7   0.0    16    65     2    49     1    55 0.75 -
WP_293400905.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                -            213 Lasso_Fused_RRE      RREFam003     72     2e-07   27.6   0.0   1   1   9.8e-08   4.1e-07   26.6   0.0     4    68     1    65     1    69 0.94 -
WP_219354028.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_nasdae]                                -            210 Lasso_Fused_RRE      RREFam003     72   2.3e-07   27.4   0.0   1   1   1.3e-07   5.3e-07   26.2   0.0     3    34     3    34     1    54 0.91 -
WP_172342863.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp._SG751A]                          -            211 Lasso_Fused_RRE      RREFam003     72   2.7e-07   27.2   0.2   1   1   2.4e-07     1e-06   25.3   0.0    16    67     3    55     1    59 0.83 -
WP_298748136.1_lasso_peptide_biosynthesis_B2_protein_[uncultured_Brevundimonas_sp.]                        -            213 Lasso_Fused_RRE      RREFam003     72   2.7e-07   27.2   0.4   1   1   1.8e-07   7.7e-07   25.7   0.4     4    46     5    47     2    72 0.74 -
HEY0630353.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomicrobium_sp.]                                  -            209 Lasso_Fused_RRE      RREFam003     72   2.9e-07   27.1   0.0   1   1   1.4e-07   5.8e-07   26.1   0.0    15    48     2    35     1    50 0.86 -
WP_292116924.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            204 Lasso_Fused_RRE      RREFam003     72     3e-07   27.0   1.8   1   1   8.8e-08   3.7e-07   26.7   0.3     5    67     3    63     1    68 0.78 -
WP_277784847.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_segnis]                                  -            214 Lasso_Fused_RRE      RREFam003     72   3.1e-07   27.0   1.6   1   1   1.6e-07   6.7e-07   25.9   0.2     3    67     4    67     2    72 0.84 -
MFZ5683386.1_lasso_peptide_biosynthesis_B2_protein_[Pseudomonadota_bacterium]                              -            200 Lasso_Fused_RRE      RREFam003     72   3.1e-07   27.0   0.4   1   1     2e-07   8.2e-07   25.6   0.0    19    69     1    51     1    54 0.89 -
PNQ77339.1_hypothetical_protein_BA950_04685_[Erythrobacter_sp._SAORIC-644]                                 -            204 Lasso_Fused_RRE      RREFam003     72   3.3e-07   26.9   0.0   1   1   1.7e-07   7.2e-07   25.8   0.0    14    42    12    40     5    48 0.84 -
WP_305301573.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                -            198 Lasso_Fused_RRE      RREFam003     72   3.6e-07   26.8   0.1   1   1   2.7e-07   1.1e-06   25.2   0.1    10    42    11    43     3    62 0.83 -
WP_201100137.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_nasdae]                                -            212 Lasso_Fused_RRE      RREFam003     72   3.7e-07   26.7   0.4   1   1   3.2e-07   1.3e-06   25.0   0.4     2    66     1    64     1    69 0.76 -
WP_188237759.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Sphingopyxis]              -            215 Lasso_Fused_RRE      RREFam003     72   3.7e-07   26.7   0.0   1   1   2.1e-07   8.7e-07   25.5   0.0     7    42     3    38     1    58 0.76 -
WP_370526595.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_sp._RHG1]                                -            214 Lasso_Fused_RRE      RREFam003     72   4.1e-07   26.6   0.0   1   1   2.1e-07   8.8e-07   25.5   0.0     4    67     3    66     1    70 0.87 -
WP_170935538.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_indica]                                 -            195 Lasso_Fused_RRE      RREFam003     72   4.3e-07   26.5   0.2   1   1   2.8e-07   1.2e-06   25.1   0.0    21    53     2    34     1    50 0.84 -
WP_246842005.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_sp._FWC26]                               -            214 Lasso_Fused_RRE      RREFam003     72   4.5e-07   26.5   0.0   1   1   3.2e-07   1.3e-06   25.0   0.0     8    65     4    58     2    64 0.94 -
WP_054735325.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_macrogoltabida]                         -            214 Lasso_Fused_RRE      RREFam003     72   4.9e-07   26.3   0.0   1   1   4.3e-07   1.8e-06   24.5   0.0     7    39     3    35     1    47 0.86 -
HYC95831.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomicrobium_sp.]                                    -            213 Lasso_Fused_RRE      RREFam003     72   5.2e-07   26.3   0.0   1   1   2.7e-07   1.1e-06   25.2   0.0    10    50     8    48     5    61 0.80 -
MBB5738583.1_hypothetical_protein_[Brevundimonas_aurantiaca]                                               -            197 Lasso_Fused_RRE      RREFam003     72   5.3e-07   26.2   0.1   1   1   2.5e-07   1.1e-06   25.3   0.1    15    65     3    49     2    56 0.77 -
WP_371388695.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_sp._10_DY56-G10]                         -            198 Lasso_Fused_RRE      RREFam003     72   5.4e-07   26.2   1.3   1   1   1.7e-07   7.2e-07   25.8   0.1    16    43     2    29     1    43 0.87 -
WP_206679126.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_sp._RHG1]                                -            201 Lasso_Fused_RRE      RREFam003     72   6.3e-07   26.0   0.0   1   1   3.8e-07   1.6e-06   24.7   0.0    15    69     2    54     1    56 0.78 -
WP_012522947.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_zucineum]                           -            212 Lasso_Fused_RRE      RREFam003     72   6.6e-07   25.9   0.5   1   1   8.1e-07   3.4e-06   23.7   0.4     5    65     3    63     1    70 0.86 -
WP_308684532.1_lasso_peptide_biosynthesis_B2_protein,_partial_[Brevundimonas_sp.]                          -            203 Lasso_Fused_RRE      RREFam003     72   7.1e-07   25.8   0.5   1   1   4.5e-07   1.9e-06   24.5   0.5    10    39     1    29     1    59 0.83 -
MCC4252552.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_naphthae]                                  -            205 Lasso_Fused_RRE      RREFam003     72   7.1e-07   25.8   0.1   1   1   3.5e-07   1.5e-06   24.8   0.1     2    35     1    34     1    44 0.94 -
WP_331009786.1_lasso_peptide_biosynthesis_B2_protein_[Vitreimonas_sp.]                                     -            213 Lasso_Fused_RRE      RREFam003     72   7.1e-07   25.8   0.3   1   1     4e-07   1.7e-06   24.6   0.1     3    46     4    49     2    77 0.76 -
MGB3846805.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp.]                                      -            202 Lasso_Fused_RRE      RREFam003     72   7.2e-07   25.8   0.0   1   1   3.7e-07   1.5e-06   24.7   0.0    22    71     2    48     1    49 0.89 -
WP_208952592.1_lasso_peptide_biosynthesis_B2_protein_[Rahnella_sp._ChDrAdgB13]                             -            214 Lasso_Fused_RRE      RREFam003     72   7.7e-07   25.7   0.0   1   1   3.1e-07   1.3e-06   25.0   0.0     3    45     1    43     1    64 0.81 -
WP_343793685.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_kwangchunensis]                        -            210 Lasso_Fused_RRE      RREFam003     72   8.8e-07   25.5   0.4   1   1   5.1e-07   2.1e-06   24.3   0.4     6    62     7    64     6    73 0.77 -
MBU1376123.1_lasso_peptide_biosynthesis_B2_protein_[Alphaproteobacteria_bacterium]                         -            208 Lasso_Fused_RRE      RREFam003     72   9.2e-07   25.5   0.2   1   1   4.5e-07   1.9e-06   24.5   0.2    11    60     2    51     1    63 0.79 -
WP_088471060.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_witflariensis]                          -            213 Lasso_Fused_RRE      RREFam003     72   9.2e-07   25.5   0.0   1   1   3.7e-07   1.6e-06   24.7   0.0     6    67     5    63     1    67 0.79 -
WP_196838505.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._BAL450]                            -            212 Lasso_Fused_RRE      RREFam003     72   9.3e-07   25.4   0.1   1   1   4.7e-07     2e-06   24.4   0.1     2    42     1    40     1    69 0.81 -
MBU2587714.1_lasso_peptide_biosynthesis_B2_protein_[Alphaproteobacteria_bacterium]                         -            210 Lasso_Fused_RRE      RREFam003     72     1e-06   25.3   0.0   1   1   8.4e-07   3.5e-06   23.6   0.0    13    42    16    45    11    63 0.84 -
WP_377281693.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_terrae]                             -            190 Lasso_Fused_RRE      RREFam003     72     1e-06   25.3   1.0   1   1   1.4e-06   5.7e-06   22.9   0.2    13    45    11    43     1    60 0.82 -
WP_176342125.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_sp._GW456-12-10-14-TSB1]                 -            203 Lasso_Fused_RRE      RREFam003     72     1e-06   25.3   0.0   1   1   6.5e-07   2.7e-06   23.9   0.0    17    70     3    53     1    55 0.78 -
WP_267516464.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._SL130]                             -            204 Lasso_Fused_RRE      RREFam003     72   1.1e-06   25.2   0.2   1   1   6.5e-07   2.7e-06   23.9   0.2     5    63     3    59     1    68 0.71 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      data/hmm/RREFam_v4.hmm
# Target file:     output/Lasso/fastas/fasta_all.fasta
# Option settings: hmmsearch -o output/Lasso/results/RREfam_hmm_results.txt --domtblout output/Lasso/results/RREfam_hmm_results.tbl -T 25 --cpu 1 data/hmm/RREFam_v4.hmm output/Lasso/fastas/fasta_all.fasta 
# Current dir:     /wibicomfs/STBS/chen/Project_active/Lasso/RREFinder
# Date:            Tue Sep 16 09:23:32 2025
# [ok]
